Cluster	Protein	Name	CARD	Resfams	Mechanism	Sub_mechanism
6391	B310-1_scaffold_14044_2	SubclassB1	NA	SubclassB1	Beta-Lactamase-Class B	Beta-Lactamase
6830	B352-5_scaffold_18798_3	AAC3	NA	AAC3	Acetyltransferase	Acetyltransferase
2874	B316-1_scaffold_546_34	ABC_efflux	NA	ABC_efflux	Efflux	Efflux
2956	B320-4_scaffold_6919_1	tet_ribosomoal_protect	NA	tet_ribosomoal_protect	Tetracycline Ribosomal Protection	Tetracycline Resistance
3768	B309-3_scaffold_180_38	SubclassB1	NA	SubclassB1	Beta-Lactamase-Class B	Beta-Lactamase
3712	L82-1_scaffold_5666_1	vanS	NA	vanS	Gene Modulating Resistance	Gene Modulating Resistance
4949	B326-2_scaffold_1896_13	SubclassB3	NA	SubclassB3	Beta-Lactamase-Class B	Beta-Lactamase
5793	B320-1_scaffold_13335_1	vanY	NA	vanY	Gylcopeptide Resistance	Gylcopeptide Resistance
5517	B320-3_scaffold_1862_6	ClassA	NA	ClassA	Beta-Lactamase-Class A	Beta-Lactamase
6860	B357-6_scaffold_35530_1	ClassA	NA	ClassA	Beta-Lactamase-Class A	Beta-Lactamase
1767	B309-3_scaffold_2589_7	ABC_efflux	NA	ABC_efflux	Efflux	Efflux
6492	B352-5_scaffold_1431_14	ClassB	NA	ClassB	Beta-Lactamase-Class B	Beta-Lactamase
3984	B313-1_scaffold_6241_4	MexE	NA	MexE	Efflux	Efflux
1948	L93-5_scaffold_38_289	ABC_efflux	NA	ABC_efflux	Efflux	Efflux
6049	B309-1_scaffold_1529_6	vanR	NA	vanR	Gene Modulating Resistance	Gene Modulating Resistance
2008	B309-1_1400|phage|1|6414_37223_8	ABC_efflux	NA	ABC_efflux	Efflux	Efflux
2521	B309-3_1768|phage|9779|18291_61933_1	ABC_efflux	NA	ABC_efflux	Efflux	Efflux
3780	L93-5_scaffold_12692_1	ABC_efflux	NA	ABC_efflux	Efflux	Efflux
1945	B371-1_scaffold_12_90	ABC_efflux	NA	ABC_efflux	Efflux	Efflux
5721	B331-3_scaffold_7802_1	APH3'	NA	APH3'	Phosphotransferase	Phosphotransferase
3678	B309-3_scaffold_4830_2	cdeA	cdeA	NA	Efflux	Efflux
2139	B309-1_scaffold_722_7	ABC_efflux	NA	ABC_efflux	Efflux	Efflux
5642	B321-1_scaffold_1989_3	ClassB	NA	ClassB	Beta-Lactamase-Class B	Beta-Lactamase
827	B352-1_scaffold_223_3	ABC_efflux	NA	ABC_efflux	Efflux	Efflux
1162	B321-2_scaffold_6285_1	ABC_efflux	NA	ABC_efflux	Efflux	Efflux
1993	B335-1_scaffold_4839_3	ABC_efflux	NA	ABC_efflux	Efflux	Efflux
2785	B314-4_scaffold_1215_2	ABC_efflux	NA	ABC_efflux	Efflux	Efflux
5549	B321-2_scaffold_11091_2	vanY	NA	vanY	Gylcopeptide Resistance	Gylcopeptide Resistance
3287	B320-2_scaffold_9271_2	ABC_efflux	NA	ABC_efflux	Efflux	Efflux
40	B316-2_3808|phage|1|12031_120879_6	msbA	NA	msbA	Efflux	Efflux
2218	L93-6_scaffold_1152_4	ABC_efflux	NA	ABC_efflux	Efflux	Efflux
2031	B316-2_3808|phage|1|12031_120879_1	ABC_efflux	NA	ABC_efflux	Efflux	Efflux
4122	B313-3_scaffold_11267_2	ClassA	NA	ClassA	Beta-Lactamase-Class A	Beta-Lactamase
2338	B309-1_scaffold_932_4	ABC_efflux	NA	ABC_efflux	Efflux	Efflux
1845	B309-1_scaffold_157_79	ABC_efflux	NA	ABC_efflux	Efflux	Efflux
4038	B357-1_scaffold_5039_4	ClassA	NA	ClassA	Beta-Lactamase-Class A	Beta-Lactamase
6480	B310-4_scaffold_4595_3	vanX	vanXD	vanX	Gylcopeptide Resistance	Gylcopeptide Resistance
2451	B316-1_scaffold_5465_3	ABC_efflux	NA	ABC_efflux	Efflux	Efflux
6738	B310-4_scaffold_252_26	FosA5	FosA5	NA	Fosfomycin Thiol Transferase	Other
5120	B352-1_scaffold_2801_5	SubclassB1	NA	SubclassB1	Beta-Lactamase-Class B	Beta-Lactamase
2374	B371-1_scaffold_31190_2	ABC_efflux	NA	ABC_efflux	Efflux	Efflux
5484	B335-1_scaffold_1483_12	SubclassB2	NA	SubclassB2	Beta-Lactamase-Class B	Beta-Lactamase
3043	B331-1_scaffold_5155_2	ABC_efflux	NA	ABC_efflux	Efflux	Efflux
2090	L82-2_scaffold_17708_1	ABC_efflux	NA	ABC_efflux	Efflux	Efflux
2923	B310-1_scaffold_1980_1	ABC_efflux	NA	ABC_efflux	Efflux	Efflux
6793	B329-3_scaffold_5003_5	AAC3	NA	AAC3	Acetyltransferase	Acetyltransferase
6489	B320-5_scaffold_5055_5	ClassA	NA	ClassA	Beta-Lactamase-Class A	Beta-Lactamase
1186	B310-4_scaffold_133_11	ABC_efflux	NA	ABC_efflux	Efflux	Efflux
278	B320-1_scaffold_555_5	RND_efflux	NA	RND_efflux	Efflux	Efflux
216	B321-1_scaffold_39_102	RND_efflux	NA	RND_efflux	Efflux	Efflux
3658	B370-4_scaffold_14396_1	ABC_efflux	NA	ABC_efflux	Efflux	Efflux
3903	B309-1_scaffold_61_136	mdtH	mdtH	NA	Efflux	Efflux
3931	B310-5_scaffold_1634_2	pmrA	pmrA	NA	Efflux	Efflux
648	B359-2_scaffold_1204_16	ABC_efflux	NA	ABC_efflux	Efflux	Efflux
649	B316-2_scaffold_229_34	ABC_efflux	NA	ABC_efflux	Efflux	Efflux
6001	B352-3_scaffold_21765_1	vanR	NA	vanR	Gene Modulating Resistance	Gene Modulating Resistance
6658	B370-3_scaffold_4489_1	ClassA	NA	ClassA	Beta-Lactamase-Class A	Beta-Lactamase
1798	B331-2_scaffold_75_5	ABC_efflux	NA	ABC_efflux	Efflux	Efflux
749	B371-5_scaffold_7949_2	ABC_efflux	NA	ABC_efflux	Efflux	Efflux
5279	B331-4_scaffold_8905_1	MexH	NA	MexH	Efflux	Efflux
21	B313-4_scaffold_18_96	ABC_efflux	NA	ABC_efflux	Efflux	Efflux
6451	B321-1_scaffold_3302_4	SubclassB1	NA	SubclassB1	Beta-Lactamase-Class B	Beta-Lactamase
3099	B316-2_scaffold_10372_2	ABC_efflux	NA	ABC_efflux	Efflux	Efflux
1877	L109-4_scaffold_8957_2	ABC_efflux	NA	ABC_efflux	Efflux	Efflux
4384	B370-1_scaffold_3547_11	vanS	NA	vanS	Gene Modulating Resistance	Gene Modulating Resistance
798	B314-3_scaffold_1367_6	ABC_efflux	NA	ABC_efflux	Efflux	Efflux
134	B313-1_scaffold_3831_7	RND_efflux	NA	RND_efflux	Efflux	Efflux
4434	B316-3_scaffold_3985_3	ClassA	NA	ClassA	Beta-Lactamase-Class A	Beta-Lactamase
5038	B310-4_scaffold_12427_4	vanS	NA	vanS	Gene Modulating Resistance	Gene Modulating Resistance
428	B321-3_scaffold_4349_1	MexW-MexI	NA	MexW-MexI	Efflux	Efflux
3802	B371-1_scaffold_21822_1	ABC_efflux	NA	ABC_efflux	Efflux	Efflux
5388	B314-1_scaffold_17112_2	ABC_efflux	NA	ABC_efflux	Efflux	Efflux
1077	B309-1_scaffold_114_3	ABC_efflux	NA	ABC_efflux	Efflux	Efflux
1935	B316-4_scaffold_24326_2	ABC_efflux	NA	ABC_efflux	Efflux	Efflux
5636	B314-2_scaffold_6778_2	baeR	baeR	NA	Gene Modulating Resistance	Gene Modulating Resistance
5159	L82-1_scaffold_7671_3	SubclassB2	NA	SubclassB2	Beta-Lactamase-Class B	Beta-Lactamase
5817	B314-3_scaffold_121_47	vanR	NA	vanR	Gene Modulating Resistance	Gene Modulating Resistance
4166	B314-3_scaffold_121_46	vanS	NA	vanS	Gene Modulating Resistance	Gene Modulating Resistance
5887	B316-3_scaffold_119_40	vanR	NA	vanR	Gene Modulating Resistance	Gene Modulating Resistance
759	B309-1_scaffold_481_18	ABC_efflux	NA	ABC_efflux	Efflux	Efflux
5794	B320-1_scaffold_204_7	vanR	NA	vanR	Gene Modulating Resistance	Gene Modulating Resistance
5745	B316-3_scaffold_658_24	vanR	NA	vanR	Gene Modulating Resistance	Gene Modulating Resistance
1081	B310-5_scaffold_1071_4	ABC_efflux	NA	ABC_efflux	Efflux	Efflux
2837	B314-1_scaffold_4177_2	ABC_efflux	NA	ABC_efflux	Efflux	Efflux
105	B326-2_scaffold_876_3	RND_efflux	NA	RND_efflux	Efflux	Efflux
6144	B357-6_scaffold_4309_2	ClassB	NA	ClassB	Beta-Lactamase-Class B	Beta-Lactamase
1650	B313-2_scaffold_85_35	ABC_efflux	NA	ABC_efflux	Efflux	Efflux
1201	B316-3_scaffold_602_33	ABC_efflux	NA	ABC_efflux	Efflux	Efflux
1832	B316-2_scaffold_19938_2	ABC_efflux	NA	ABC_efflux	Efflux	Efflux
3194	B313-1_scaffold_10758_2	vanY	NA	vanY	Gylcopeptide Resistance	Gylcopeptide Resistance
5826	B320-1_scaffold_17964_3	vanR	NA	vanR	Gene Modulating Resistance	Gene Modulating Resistance
61	B352-3_scaffold_17_101	RND_efflux	NA	RND_efflux	Efflux	Efflux
470	B370-1_scaffold_2880_6	ABC_efflux	NA	ABC_efflux	Efflux	Efflux
3560	B310-4_scaffold_1731_7	Escherichia coli UhpT with mutation conferring resistance to fosfomycin	Escherichia coli UhpT with mutation conferring resistance to fosfomycin	NA	Fosfomycin Transporter	Fosfomycin Resistance
4315	B316-2_scaffold_9244_5	vanS	NA	vanS	Gene Modulating Resistance	Gene Modulating Resistance
815	B370-1_scaffold_3907_14	ABC_efflux	NA	ABC_efflux	Efflux	Efflux
3765	B371-1_scaffold_184_67	ClassA	NA	ClassA	Beta-Lactamase-Class A	Beta-Lactamase
5633	B314-2_scaffold_21564_2	baeR	baeR	NA	Gene Modulating Resistance	Gene Modulating Resistance
4259	B371-1_scaffold_481_30	MexE	NA	MexE	Efflux	Efflux
1561	B371-4_scaffold_1102_21	ABC_efflux	NA	ABC_efflux	Efflux	Efflux
1169	B357-4_scaffold_7202_2	ABC_efflux	NA	ABC_efflux	Efflux	Efflux
3701	B316-3_scaffold_21229_1	ABC_efflux	NA	ABC_efflux	Efflux	Efflux
4668	B309-3_scaffold_345_64	vanS	NA	vanS	Gene Modulating Resistance	Gene Modulating Resistance
5896	B346-3_scaffold_1083_16	vanR	NA	vanR	Gene Modulating Resistance	Gene Modulating Resistance
3538	B370-1_scaffold_3363_11	ClassA	NA	ClassA	Beta-Lactamase-Class A	Beta-Lactamase
5632	B313-3_scaffold_437_24	Chlor_Acetyltrans_CAT	NA	Chlor_Acetyltrans_CAT	Acetyltransferase	Acetyltransferase
4614	B316-3_scaffold_26966_2	vanS	NA	vanS	Gene Modulating Resistance	Gene Modulating Resistance
3154	B313-3_scaffold_12449_1	ABC_efflux	NA	ABC_efflux	Efflux	Efflux
736	B313-2_scaffold_57_16	ABC_efflux	NA	ABC_efflux	Efflux	Efflux
634	B310-1_scaffold_2966_1	ABC_efflux	NA	ABC_efflux	Efflux	Efflux
3823	B314-4_scaffold_10784_2	vanS	NA	vanS	Gene Modulating Resistance	Gene Modulating Resistance
770	B310-4_scaffold_5757_3	tet_ribosomoal_protect	tetO	tet_ribosomoal_protect	Tetracycline Ribosomal Protection	Tetracycline Resistance
6398	B329-3_scaffold_1847_1	ClassB	NA	ClassB	Beta-Lactamase-Class B	Beta-Lactamase
3180	B329-1_scaffold_4627_2	ABC_efflux	NA	ABC_efflux	Efflux	Efflux
1575	B321-1_scaffold_3_222	ABC_efflux	NA	ABC_efflux	Efflux	Efflux
1739	B370-1_scaffold_2359_17	ABC_efflux	NA	ABC_efflux	Efflux	Efflux
264	B371-1_scaffold_2978_4	RND_efflux	NA	RND_efflux	Efflux	Efflux
5936	B309-2_scaffold_1882_10	vanR	NA	vanR	Gene Modulating Resistance	Gene Modulating Resistance
6642	L93-5_scaffold_2285_7	ClassA	NA	ClassA	Beta-Lactamase-Class A	Beta-Lactamase
5523	B309-3_scaffold_21289_2	ClassA	NA	ClassA	Beta-Lactamase-Class A	Beta-Lactamase
4383	B357-2_scaffold_10258_2	MexH	NA	MexH	Efflux	Efflux
6669	L109-4_scaffold_51208_2	vanY	NA	vanY	Gylcopeptide Resistance	Gylcopeptide Resistance
6567	B371-1_scaffold_11872_4	vanR	NA	vanR	Gene Modulating Resistance	Gene Modulating Resistance
6447	B309-2_scaffold_17340_2	vanY	NA	vanY	Gylcopeptide Resistance	Gylcopeptide Resistance
1226	B310-1_scaffold_246_42	ABC_efflux	NA	ABC_efflux	Efflux	Efflux
3991	L109-4_scaffold_4290_8	ABC_efflux	NA	ABC_efflux	Efflux	Efflux
282	B310-4_scaffold_1102_4	RND_efflux	NA	RND_efflux	Efflux	Efflux
4275	B310-4_scaffold_1102_5	MexE	NA	MexE	Efflux	Efflux
281	B309-1_scaffold_119_64	RND_efflux	NA	RND_efflux	Efflux	Efflux
5503	B359-2_scaffold_2422_4	ClassB	NA	ClassB	Beta-Lactamase-Class B	Beta-Lactamase
3195	B314-4_scaffold_12166_1	ABC_efflux	NA	ABC_efflux	Efflux	Efflux
3715	B316-1_scaffold_19843_2	ABC_efflux	NA	ABC_efflux	Efflux	Efflux
4608	B321-2_scaffold_26887_1	vanY	NA	vanY	Gylcopeptide Resistance	Gylcopeptide Resistance
1350	B316-2_scaffold_3967_3	ABC_efflux	NA	ABC_efflux	Efflux	Efflux
5358	B329-1_scaffold_906_3	APH3	NA	APH3	Phosphotransferase	Phosphotransferase
3739	B314-1_scaffold_10456_1	ABC_efflux	NA	ABC_efflux	Efflux	Efflux
3598	L82-2_scaffold_7073_10	ABC_efflux	NA	ABC_efflux	Efflux	Efflux
5232	B371-1_scaffold_4855_9	SubclassB3	NA	SubclassB3	Beta-Lactamase-Class B	Beta-Lactamase
1641	B371-1_scaffold_4855_4	ABC_efflux	NA	ABC_efflux	Efflux	Efflux
3703	B335-2_scaffold_6464_1	ABC_efflux	NA	ABC_efflux	Efflux	Efflux
6484	B346-3_scaffold_22939_1	vanY	NA	vanY	Gylcopeptide Resistance	Gylcopeptide Resistance
3643	B370-4_scaffold_468_1	ABC_efflux	NA	ABC_efflux	Efflux	Efflux
4561	B310-1_scaffold_18953_1	vanS	NA	vanS	Gene Modulating Resistance	Gene Modulating Resistance
4928	L92-2_scaffold_6474_2	APH6	APH(6)-Id	APH6	Phosphotransferase	Phosphotransferase
5611	B331-4_scaffold_2984_2	vanR	vanRD	vanR	Gene Modulating Resistance	Gene Modulating Resistance
4223	B310-1_scaffold_1022_1	vanS	NA	vanS	Gene Modulating Resistance	Gene Modulating Resistance
5945	B310-1_scaffold_1022_2	vanR	NA	vanR	Gene Modulating Resistance	Gene Modulating Resistance
3905	B314-1_scaffold_9925_1	tet_MFS_efflux	NA	tet_MFS_efflux	Tetracycline MFS Efflux	Efflux
2473	B329-1_scaffold_397_4	msbA	NA	msbA	Efflux	Efflux
5046	B369-4_scaffold_7901_3	ANT6	NA	ANT6	Nucleotidyltransferase	Nucleotidyltransferase
636	B314-1_scaffold_2213_2	macB	NA	macB	Efflux	Efflux
1677	B357-4_4077|phage|1197|8017_121715_4	ABC_efflux	NA	ABC_efflux	Efflux	Efflux
4021	B359-2_scaffold_9351_2	vanS	NA	vanS	Gene Modulating Resistance	Gene Modulating Resistance
6044	B359-2_scaffold_9351_1	vanR	NA	vanR	Gene Modulating Resistance	Gene Modulating Resistance
1233	B313-3_scaffold_332_43	ABC_efflux	NA	ABC_efflux	Efflux	Efflux
6816	B370-1_scaffold_35422_1	ClassA	NA	ClassA	Beta-Lactamase-Class A	Beta-Lactamase
4411	B309-1_scaffold_10342_1	vanS	NA	vanS	Gene Modulating Resistance	Gene Modulating Resistance
6129	B309-1_scaffold_10342_2	vanR	NA	vanR	Gene Modulating Resistance	Gene Modulating Resistance
2	B370-2_scaffold_204_2	RND_efflux	NA	RND_efflux	Efflux	Efflux
4148	B316-4_scaffold_33_81	vanS	NA	vanS	Gene Modulating Resistance	Gene Modulating Resistance
5790	B316-4_scaffold_33_82	vanR	NA	vanR	Gene Modulating Resistance	Gene Modulating Resistance
5686	B310-3_scaffold_4360_4	SubclassB3	NA	SubclassB3	Beta-Lactamase-Class B	Beta-Lactamase
1124	B309-1_scaffold_3907_1	ABC_efflux	NA	ABC_efflux	Efflux	Efflux
3859	B352-4_scaffold_301_12	MexE	NA	MexE	Efflux	Efflux
5117	B310-2_scaffold_23_110	vanY	NA	vanY	Gylcopeptide Resistance	Gylcopeptide Resistance
4135	B309-3_scaffold_14998_1	vanS	NA	vanS	Gene Modulating Resistance	Gene Modulating Resistance
1069	B369-2_scaffold_3081_4	ABC_efflux	NA	ABC_efflux	Efflux	Efflux
418	B329-1_scaffold_856_16	RND_efflux	oqxB	RND_efflux	Efflux	Efflux
6400	B335-1_scaffold_5653_1	vanY	NA	vanY	Gylcopeptide Resistance	Gylcopeptide Resistance
3815	B346-4_scaffold_10429_1	ABC_efflux	NA	ABC_efflux	Efflux	Efflux
522	B331-2_scaffold_354_32	ABC_efflux	NA	ABC_efflux	Efflux	Efflux
4150	B326-2_scaffold_1497_5	ClassA	NA	ClassA	Beta-Lactamase-Class A	Beta-Lactamase
963	B370-3_119|phage|18571|35172_82932_12	ABC_efflux	NA	ABC_efflux	Efflux	Efflux
1917	L109-4_5483|phage|2355|7557_100535_4	ABC_efflux	NA	ABC_efflux	Efflux	Efflux
5377	B335-1_scaffold_1971_2	AAC3	NA	AAC3	Acetyltransferase	Acetyltransferase
4665	B371-4_scaffold_36545_2	ABC_efflux	NA	ABC_efflux	Efflux	Efflux
3677	B310-6_scaffold_3005_7	ABC_efflux	NA	ABC_efflux	Efflux	Efflux
1105	B313-2_scaffold_558_24	ABC_efflux	NA	ABC_efflux	Efflux	Efflux
4980	B310-4_scaffold_4514_2	TEM	NA	TEM	Beta-Lactamase-Class A	Beta-Lactamase
1719	B313-1_scaffold_5485_2	ABC_efflux	NA	ABC_efflux	Efflux	Efflux
1671	B313-2_scaffold_137_81	ABC_efflux	NA	ABC_efflux	Efflux	Efflux
637	B314-1_scaffold_2214_2	macB	NA	macB	Efflux	Efflux
1207	B331-2_1685|phage|1165|8657_35444_1	ABC_efflux	NA	ABC_efflux	Efflux	Efflux
1889	B313-3_scaffold_575_23	ABC_efflux	NA	ABC_efflux	Efflux	Efflux
5200	L92-2_scaffold_5544_5	bacA	bacA	NA	Undecaprenyl Pyrophosphate Phosphatase	Other
2941	B316-3_scaffold_1603_5	ABC_efflux	NA	ABC_efflux	Efflux	Efflux
1828	B314-3_scaffold_5518_12	ABC_efflux	NA	ABC_efflux	Efflux	Efflux
1166	B352-3_scaffold_4686_4	ABC_efflux	NA	ABC_efflux	Efflux	Efflux
450	B320-2_scaffold_7389_1	ABC_efflux	NA	ABC_efflux	Efflux	Efflux
4749	B314-3_scaffold_5948_2	vanY	NA	vanY	Gylcopeptide Resistance	Gylcopeptide Resistance
2314	B329-3_scaffold_46_68	ABC_efflux	NA	ABC_efflux	Efflux	Efflux
2433	B310-5_scaffold_1674_2	ABC_efflux	NA	ABC_efflux	Efflux	Efflux
2669	B371-6_scaffold_18857_1	ABC_efflux	NA	ABC_efflux	Efflux	Efflux
4382	B352-4_scaffold_7785_2	MexH	NA	MexH	Efflux	Efflux
279	B370-4_scaffold_811_3	RND_efflux	NA	RND_efflux	Efflux	Efflux
4071	B316-1_scaffold_287_22	MexE	NA	MexE	Efflux	Efflux
2823	L92-2_scaffold_275_39	ABC_efflux	NA	ABC_efflux	Efflux	Efflux
4481	B331-2_scaffold_1281_9	Enterococcus faecium liaS mutant conferring daptomycin resistance	Enterococcus faecium liaS mutant conferring daptomycin resistance	NA	Daptomycin-Resistant liaFSR	Other
2350	B314-3_scaffold_765_9	ABC_efflux	NA	ABC_efflux	Efflux	Efflux
3050	L109-3_scaffold_25717_2	ABC_efflux	NA	ABC_efflux	Efflux	Efflux
1721	B314-4_scaffold_234_32	ABC_efflux	NA	ABC_efflux	Efflux	Efflux
6422	L82-2_scaffold_9064_7	Chlor_Acetyltrans_CAT	cat	Chlor_Acetyltrans_CAT	Acetyltransferase	Acetyltransferase
3509	B316-2_scaffold_41396_2	ABC_efflux	NA	ABC_efflux	Efflux	Efflux
1229	B310-4_scaffold_124_7	ABC_efflux	NA	ABC_efflux	Efflux	Efflux
1509	L82-2_scaffold_2371_6	ABC_efflux	NA	ABC_efflux	Efflux	Efflux
1952	B309-1_scaffold_415_37	ABC_efflux	NA	ABC_efflux	Efflux	Efflux
6434	B346-3_scaffold_333_75	Chlor_Acetyltrans_CAT	NA	Chlor_Acetyltrans_CAT	Acetyltransferase	Acetyltransferase
4343	B357-2_scaffold_3656_3	MexE	NA	MexE	Efflux	Efflux
161	B357-2_scaffold_3656_2	RND_efflux	NA	RND_efflux	Efflux	Efflux
6446	B371-1_scaffold_32259_3	Chlor_Acetyltrans_CAT	NA	Chlor_Acetyltrans_CAT	Acetyltransferase	Acetyltransferase
4702	B309-2_scaffold_14888_1	ABC_efflux	NA	ABC_efflux	Efflux	Efflux
1609	B352-5_scaffold_255_49	ABC_efflux	NA	ABC_efflux	Efflux	Efflux
2373	B370-2_scaffold_1036_2	ABC_efflux	NA	ABC_efflux	Efflux	Efflux
3730	B320-1_scaffold_18713_2	ABC_efflux	NA	ABC_efflux	Efflux	Efflux
4575	B352-4_scaffold_44676_1	vanS	NA	vanS	Gene Modulating Resistance	Gene Modulating Resistance
5665	B370-1_scaffold_26437_2	vanR	NA	vanR	Gene Modulating Resistance	Gene Modulating Resistance
5967	B316-1_scaffold_2056_7	vanR	NA	vanR	Gene Modulating Resistance	Gene Modulating Resistance
3683	L109-3_scaffold_17591_1	ABC_efflux	NA	ABC_efflux	Efflux	Efflux
3577	L93-5_scaffold_1762_1	ABC_efflux	NA	ABC_efflux	Efflux	Efflux
4840	B313-3_scaffold_964_1	SubclassB1	NA	SubclassB1	Beta-Lactamase-Class B	Beta-Lactamase
379	B313-2_scaffold_305_22	RND_efflux	NA	RND_efflux	Efflux	Efflux
2849	B352-5_scaffold_15_25	ABC_efflux	NA	ABC_efflux	Efflux	Efflux
4786	B316-3_scaffold_1549_2	ClassA	NA	ClassA	Beta-Lactamase-Class A	Beta-Lactamase
2450	B316-1_scaffold_175_54	msbA	NA	msbA	Efflux	Efflux
4182	B314-3_scaffold_487_33	vanS	NA	vanS	Gene Modulating Resistance	Gene Modulating Resistance
6522	L82-2_scaffold_35743_1	Chlor_Acetyltrans_CAT	NA	Chlor_Acetyltrans_CAT	Acetyltransferase	Acetyltransferase
1702	B370-1_scaffold_1267_50	ABC_efflux	NA	ABC_efflux	Efflux	Efflux
2698	B316-3_scaffold_547_9	ABC_efflux	NA	ABC_efflux	Efflux	Efflux
5982	B320-1_scaffold_14992_3	vanR	NA	vanR	Gene Modulating Resistance	Gene Modulating Resistance
368	B370-4_scaffold_1512_3	RND_efflux	NA	RND_efflux	Efflux	Efflux
4329	B370-4_scaffold_1512_2	MexH	NA	MexH	Efflux	Efflux
4553	B357-4_scaffold_22094_2	ABC_efflux	NA	ABC_efflux	Efflux	Efflux
3770	B331-3_scaffold_12847_1	ABC_efflux	NA	ABC_efflux	Efflux	Efflux
2344	B310-2_scaffold_5375_2	ABC_efflux	NA	ABC_efflux	Efflux	Efflux
2707	B335-1_scaffold_13822_1	ABC_efflux	NA	ABC_efflux	Efflux	Efflux
833	B371-4_scaffold_1848_10	ABC_efflux	NA	ABC_efflux	Efflux	Efflux
2778	B310-4_scaffold_2737_2	msbA	NA	msbA	Efflux	Efflux
2057	B313-2_scaffold_1786_3	ABC_efflux	NA	ABC_efflux	Efflux	Efflux
1368	L82-2_scaffold_293_44	ABC_efflux	NA	ABC_efflux	Efflux	Efflux
3321	B316-4_scaffold_4972_10	ABC_efflux	NA	ABC_efflux	Efflux	Efflux
2693	B316-2_scaffold_1912_22	ABC_efflux	NA	ABC_efflux	Efflux	Efflux
2634	B316-2_scaffold_11742_2	ABC_efflux	NA	ABC_efflux	Efflux	Efflux
2153	B316-2_scaffold_11742_3	ABC_efflux	NA	ABC_efflux	Efflux	Efflux
5694	B316-4_scaffold_14626_7	vanS	NA	vanS	Gene Modulating Resistance	Gene Modulating Resistance
5437	B314-3_scaffold_11766_1	SubclassB3	NA	SubclassB3	Beta-Lactamase-Class B	Beta-Lactamase
2711	B352-4_scaffold_32_75	ABC_efflux	NA	ABC_efflux	Efflux	Efflux
3617	B316-1_scaffold_26328_2	ABC_efflux	NA	ABC_efflux	Efflux	Efflux
5616	B371-1_scaffold_4389_1	ClassA	NA	ClassA	Beta-Lactamase-Class A	Beta-Lactamase
5380	B359-2_scaffold_9600_3	vanY	NA	vanY	Gylcopeptide Resistance	Gylcopeptide Resistance
1456	B310-1_scaffold_165_52	ABC_efflux	NA	ABC_efflux	Efflux	Efflux
2045	B369-2_scaffold_3469_3	ABC_efflux	NA	ABC_efflux	Efflux	Efflux
661	B309-1_scaffold_1535_16	macB	NA	macB	Efflux	Efflux
1959	B309-3_scaffold_49_124	ABC_efflux	NA	ABC_efflux	Efflux	Efflux
3392	B346-3_scaffold_699_30	ABC_efflux	NA	ABC_efflux	Efflux	Efflux
789	B370-1_scaffold_2739_7	ABC_efflux	NA	ABC_efflux	Efflux	Efflux
1763	B371-6_scaffold_2759_8	ABC_efflux	NA	ABC_efflux	Efflux	Efflux
1284	B309-3_scaffold_461_43	ABC_efflux	NA	ABC_efflux	Efflux	Efflux
1685	B310-1_scaffold_7659_2	ABC_efflux	NA	ABC_efflux	Efflux	Efflux
1972	B313-2_scaffold_22_93	ABC_efflux	NA	ABC_efflux	Efflux	Efflux
2069	B316-3_scaffold_1164_10	ABC_efflux	NA	ABC_efflux	Efflux	Efflux
772	B313-3_scaffold_1281_13	ABC_efflux	NA	ABC_efflux	Efflux	Efflux
6459	B320-1_scaffold_28148_3	Chlor_Acetyltrans_CAT	NA	Chlor_Acetyltrans_CAT	Acetyltransferase	Acetyltransferase
1492	B326-2_scaffold_47_7	ABC_efflux	NA	ABC_efflux	Efflux	Efflux
1423	B310-1_scaffold_1255_4	ABC_efflux	NA	ABC_efflux	Efflux	Efflux
2312	B321-3_scaffold_991_27	ABC_efflux	NA	ABC_efflux	Efflux	Efflux
5657	B313-3_scaffold_12262_1	ClassB	NA	ClassB	Beta-Lactamase-Class B	Beta-Lactamase
4812	B320-2_scaffold_926_4	ClassA	NA	ClassA	Beta-Lactamase-Class A	Beta-Lactamase
1151	B310-4_scaffold_9261_1	ABC_efflux	NA	ABC_efflux	Efflux	Efflux
5751	B321-4_scaffold_15280_1	ClassA	NA	ClassA	Beta-Lactamase-Class A	Beta-Lactamase
6116	B316-2_scaffold_39638_1	vanR	NA	vanR	Gene Modulating Resistance	Gene Modulating Resistance
2788	B316-2_scaffold_3778_10	ABC_efflux	NA	ABC_efflux	Efflux	Efflux
4804	B370-1_scaffold_1029_39	vanY	NA	vanY	Gylcopeptide Resistance	Gylcopeptide Resistance
3153	B371-1_scaffold_36643_1	ABC_efflux	NA	ABC_efflux	Efflux	Efflux
2347	B313-2_22|phage|135472|151255_15644_14	ABC_efflux	NA	ABC_efflux	Efflux	Efflux
1206	B329-1_scaffold_430_11	ABC_efflux	NA	ABC_efflux	Efflux	Efflux
4045	B309-4_scaffold_5_106	vanS	NA	vanS	Gene Modulating Resistance	Gene Modulating Resistance
6653	B352-3_scaffold_1538_6	APH3	NA	APH3	Phosphotransferase	Phosphotransferase
4359	L109-3_scaffold_4973_5	MexH	NA	MexH	Efflux	Efflux
1200	B316-2_scaffold_5825_4	ABC_efflux	NA	ABC_efflux	Efflux	Efflux
2631	B316-1_518|phage|1|11968_106753_1	ABC_efflux	NA	ABC_efflux	Efflux	Efflux
