Protein	Name	CARD	Resfams
B309-3_scaffold_14998_1	vanS	NA	vanS
B369-2_scaffold_3081_4	ABC_efflux	NA	ABC_efflux
B329-1_scaffold_856_16	RND_efflux	oqxB	RND_efflux
B335-1_scaffold_5653_1	vanY	NA	vanY
B346-4_scaffold_10429_1	ABC_efflux	NA	ABC_efflux
B331-2_scaffold_354_32	ABC_efflux	NA	ABC_efflux
B326-2_scaffold_1497_5	ClassA	NA	ClassA
B370-3_119|phage|18571|35172_82932_12	ABC_efflux	NA	ABC_efflux
L109-4_5483|phage|2355|7557_100535_4	ABC_efflux	NA	ABC_efflux
B335-1_scaffold_1971_2	AAC3	NA	AAC3
B371-4_scaffold_36545_2	ABC_efflux	NA	ABC_efflux
B310-6_scaffold_3005_7	ABC_efflux	NA	ABC_efflux
B313-2_scaffold_558_24	ABC_efflux	NA	ABC_efflux
B310-4_scaffold_4514_2	TEM	NA	TEM
B313-1_scaffold_5485_2	ABC_efflux	NA	ABC_efflux
B313-2_scaffold_137_81	ABC_efflux	NA	ABC_efflux
B314-1_scaffold_2214_2	macB	NA	macB
B331-2_1685|phage|1165|8657_35444_1	ABC_efflux	NA	ABC_efflux
B313-3_scaffold_575_23	ABC_efflux	NA	ABC_efflux
L92-2_scaffold_5544_5	bacA	bacA	NA
B316-3_scaffold_1603_5	ABC_efflux	NA	ABC_efflux
B314-3_scaffold_5518_12	ABC_efflux	NA	ABC_efflux
B352-3_scaffold_4686_4	ABC_efflux	NA	ABC_efflux
B320-2_scaffold_7389_1	ABC_efflux	NA	ABC_efflux
B314-3_scaffold_5948_2	vanY	NA	vanY
B329-3_scaffold_46_68	ABC_efflux	NA	ABC_efflux
B310-5_scaffold_1674_2	ABC_efflux	NA	ABC_efflux
B371-6_scaffold_18857_1	ABC_efflux	NA	ABC_efflux
B352-4_scaffold_7785_2	MexH	NA	MexH
B370-4_scaffold_811_3	RND_efflux	NA	RND_efflux
B316-1_scaffold_287_22	MexE	NA	MexE
L92-2_scaffold_275_39	ABC_efflux	NA	ABC_efflux
B331-2_scaffold_1281_9	Enterococcus faecium liaS mutant conferring daptomycin resistance	Enterococcus faecium liaS mutant conferring daptomycin resistance	NA
B314-3_scaffold_765_9	ABC_efflux	NA	ABC_efflux
L109-3_scaffold_25717_2	ABC_efflux	NA	ABC_efflux
B314-4_scaffold_234_32	ABC_efflux	NA	ABC_efflux
L82-2_scaffold_9064_7	Chlor_Acetyltrans_CAT	cat	Chlor_Acetyltrans_CAT
B316-2_scaffold_41396_2	ABC_efflux	NA	ABC_efflux
B310-4_scaffold_124_7	ABC_efflux	NA	ABC_efflux
L82-2_scaffold_2371_6	ABC_efflux	NA	ABC_efflux
B309-1_scaffold_415_37	ABC_efflux	NA	ABC_efflux
B346-3_scaffold_333_75	Chlor_Acetyltrans_CAT	NA	Chlor_Acetyltrans_CAT
B357-2_scaffold_3656_3	MexE	NA	MexE
B357-2_scaffold_3656_2	RND_efflux	NA	RND_efflux
B371-1_scaffold_32259_3	Chlor_Acetyltrans_CAT	NA	Chlor_Acetyltrans_CAT
B309-2_scaffold_14888_1	ABC_efflux	NA	ABC_efflux
B352-5_scaffold_255_49	ABC_efflux	NA	ABC_efflux
B370-2_scaffold_1036_2	ABC_efflux	NA	ABC_efflux
B320-1_scaffold_18713_2	ABC_efflux	NA	ABC_efflux
B352-4_scaffold_44676_1	vanS	NA	vanS
B370-1_scaffold_26437_2	vanR	NA	vanR
B316-1_scaffold_2056_7	vanR	NA	vanR
L109-3_scaffold_17591_1	ABC_efflux	NA	ABC_efflux
L93-5_scaffold_1762_1	ABC_efflux	NA	ABC_efflux
B313-3_scaffold_964_1	SubclassB1	NA	SubclassB1
B313-2_scaffold_305_22	RND_efflux	NA	RND_efflux
B352-5_scaffold_15_25	ABC_efflux	NA	ABC_efflux
B316-3_scaffold_1549_2	ClassA	NA	ClassA
B316-1_scaffold_175_54	msbA	NA	msbA
B314-3_scaffold_487_33	vanS	NA	vanS
L82-2_scaffold_35743_1	Chlor_Acetyltrans_CAT	NA	Chlor_Acetyltrans_CAT
B370-1_scaffold_1267_50	ABC_efflux	NA	ABC_efflux
B316-3_scaffold_547_9	ABC_efflux	NA	ABC_efflux
B320-1_scaffold_14992_3	vanR	NA	vanR
B370-4_scaffold_1512_3	RND_efflux	NA	RND_efflux
B370-4_scaffold_1512_2	MexH	NA	MexH
B357-4_scaffold_22094_2	ABC_efflux	NA	ABC_efflux
B331-3_scaffold_12847_1	ABC_efflux	NA	ABC_efflux
B310-2_scaffold_5375_2	ABC_efflux	NA	ABC_efflux
B335-1_scaffold_13822_1	ABC_efflux	NA	ABC_efflux
B371-4_scaffold_1848_10	ABC_efflux	NA	ABC_efflux
B310-4_scaffold_2737_2	msbA	NA	msbA
B313-2_scaffold_1786_3	ABC_efflux	NA	ABC_efflux
L82-2_scaffold_293_44	ABC_efflux	NA	ABC_efflux
B316-4_scaffold_4972_10	ABC_efflux	NA	ABC_efflux
B316-2_scaffold_1912_22	ABC_efflux	NA	ABC_efflux
B316-2_scaffold_11742_2	ABC_efflux	NA	ABC_efflux
B316-2_scaffold_11742_3	ABC_efflux	NA	ABC_efflux
B316-4_scaffold_14626_7	vanS	NA	vanS
B314-3_scaffold_11766_1	SubclassB3	NA	SubclassB3
B352-4_scaffold_32_75	ABC_efflux	NA	ABC_efflux
B316-1_scaffold_26328_2	ABC_efflux	NA	ABC_efflux
B371-1_scaffold_4389_1	ClassA	NA	ClassA
B359-2_scaffold_9600_3	vanY	NA	vanY
B310-1_scaffold_165_52	ABC_efflux	NA	ABC_efflux
B369-2_scaffold_3469_3	ABC_efflux	NA	ABC_efflux
B309-1_scaffold_1535_16	macB	NA	macB
B309-3_scaffold_49_124	ABC_efflux	NA	ABC_efflux
B346-3_scaffold_699_30	ABC_efflux	NA	ABC_efflux
B370-1_scaffold_2739_7	ABC_efflux	NA	ABC_efflux
B371-6_scaffold_2759_8	ABC_efflux	NA	ABC_efflux
B309-3_scaffold_461_43	ABC_efflux	NA	ABC_efflux
B310-1_scaffold_7659_2	ABC_efflux	NA	ABC_efflux
B313-2_scaffold_22_93	ABC_efflux	NA	ABC_efflux
B316-3_scaffold_1164_10	ABC_efflux	NA	ABC_efflux
B313-3_scaffold_1281_13	ABC_efflux	NA	ABC_efflux
B320-1_scaffold_28148_3	Chlor_Acetyltrans_CAT	NA	Chlor_Acetyltrans_CAT
B326-2_scaffold_47_7	ABC_efflux	NA	ABC_efflux
B310-1_scaffold_1255_4	ABC_efflux	NA	ABC_efflux
B321-3_scaffold_991_27	ABC_efflux	NA	ABC_efflux
B313-3_scaffold_12262_1	ClassB	NA	ClassB
B320-2_scaffold_926_4	ClassA	NA	ClassA
B310-4_scaffold_9261_1	ABC_efflux	NA	ABC_efflux
B321-4_scaffold_15280_1	ClassA	NA	ClassA
B316-2_scaffold_39638_1	vanR	NA	vanR
B316-2_scaffold_3778_10	ABC_efflux	NA	ABC_efflux
B370-1_scaffold_1029_39	vanY	NA	vanY
B371-1_scaffold_36643_1	ABC_efflux	NA	ABC_efflux
B313-2_22|phage|135472|151255_15644_14	ABC_efflux	NA	ABC_efflux
B329-1_scaffold_430_11	ABC_efflux	NA	ABC_efflux
B309-4_scaffold_5_106	vanS	NA	vanS
B352-3_scaffold_1538_6	APH3	NA	APH3
L109-3_scaffold_4973_5	MexH	NA	MexH
B316-2_scaffold_5825_4	ABC_efflux	NA	ABC_efflux
B316-1_518|phage|1|11968_106753_1	ABC_efflux	NA	ABC_efflux
B310-1_scaffold_516_12	Chlor_Acetyltrans_CAT	NA	Chlor_Acetyltrans_CAT
B309-1_scaffold_19_6	ABC_efflux	NA	ABC_efflux
B309-1_scaffold_19_8	ABC_efflux	NA	ABC_efflux
B346-3_scaffold_656_30	ABC_efflux	NA	ABC_efflux
B371-4_scaffold_19273_1	ClassA	NA	ClassA
L82-1_scaffold_10581_2	vanS	NA	vanS
B370-1_scaffold_53894_1	ABC_efflux	NA	ABC_efflux
B352-4_scaffold_27834_1	ABC_efflux	NA	ABC_efflux
B331-3_scaffold_696_18	ABC_efflux	NA	ABC_efflux
B331-1_scaffold_2224_3	ABC_efflux	NA	ABC_efflux
B357-4_scaffold_6251_4	ABC_efflux	NA	ABC_efflux
L109-3_scaffold_40137_1	ABC_efflux	NA	ABC_efflux
B331-1_scaffold_2224_4	ABC_efflux	NA	ABC_efflux
B309-2_scaffold_7528_2	vanY	NA	vanY
B316-2_scaffold_6099_1	ABC_efflux	NA	ABC_efflux
B316-2_scaffold_243_3	ABC_efflux	NA	ABC_efflux
B335-1_scaffold_64_26	ClassA	NA	ClassA
B313-2_scaffold_205_45	MexE	NA	MexE
B313-2_scaffold_205_46	RND_efflux	NA	RND_efflux
B309-3_scaffold_7660_3	vanS	NA	vanS
B352-4_scaffold_184_19	ABC_efflux	NA	ABC_efflux
L92-2_scaffold_27495_1	ClassA	NA	ClassA
B370-1_scaffold_4457_8	ABC_efflux	NA	ABC_efflux
B310-1_scaffold_512_18	ABC_efflux	NA	ABC_efflux
B310-1_scaffold_512_15	ABC_efflux	NA	ABC_efflux
L109-2_scaffold_3997_14	ABC_efflux	NA	ABC_efflux
B313-1_scaffold_2837_11	ABC_efflux	NA	ABC_efflux
B314-2_scaffold_3440_2	RND_efflux	NA	RND_efflux
B316-2_scaffold_17816_4	ClassA	NA	ClassA
B316-6_scaffold_394_4	ABC_efflux	NA	ABC_efflux
B331-2_scaffold_17777_1	Chlor_Acetyltrans_CAT	NA	Chlor_Acetyltrans_CAT
B371-5_scaffold_16003_1	ABC_efflux	NA	ABC_efflux
B335-1_scaffold_458_31	ClassA	NA	ClassA
B371-1_scaffold_15521_3	msbA	NA	msbA
L93-1_scaffold_9850_3	AAC(6')-Ie-APH(2'')-Ia	AAC(6')-Ie-APH(2'')-Ia	NA
B314-1_scaffold_15674_1	TetM-TetW-TetO-TetS	NA	TetM-TetW-TetO-TetS
B352-5_scaffold_34612_1	TetM-TetW-TetO-TetS	NA	TetM-TetW-TetO-TetS
B371-1_scaffold_932_32	RND_efflux	NA	RND_efflux
B320-5_scaffold_46_77	ClassA	NA	ClassA
B309-1_scaffold_7917_3	AAC3	NA	AAC3
B331-1_scaffold_1370_10	vanY	NA	vanY
B352-4_scaffold_37905_2	ABC_efflux	NA	ABC_efflux
B346-2_scaffold_1845_6	RND_efflux	NA	RND_efflux
B316-2_scaffold_2025_5	ABC_efflux	NA	ABC_efflux
B316-2_scaffold_2025_4	ABC_efflux	NA	ABC_efflux
B329-2_scaffold_64_6	vanR	NA	vanR
B316-3_scaffold_119_29	vanR	NA	vanR
B314-3_scaffold_2057_9	AAC3	NA	AAC3
B352-3_scaffold_1335_7	ABC_efflux	NA	ABC_efflux
B352-3_scaffold_1335_6	ABC_efflux	NA	ABC_efflux
B321-2_scaffold_22034_1	vanY	NA	vanY
B320-2_scaffold_14279_1	vgaC	vgaC	NA
B320-1_scaffold_1594_9	ABC_efflux	NA	ABC_efflux
B329-3_scaffold_68_51	ABC_efflux	NA	ABC_efflux
B316-2_scaffold_1811_11	ABC_efflux	NA	ABC_efflux
B370-4_scaffold_2462_7	ClassA	NA	ClassA
B309-1_scaffold_10253_3	vanR	NA	vanR
B310-4_scaffold_8593_2	ClassA	NA	ClassA
B329-1_scaffold_593_2	vanR	NA	vanR
B316-3_scaffold_750_3	ABC_efflux	NA	ABC_efflux
B371-1_scaffold_18333_2	ABC_efflux	NA	ABC_efflux
B314-2_scaffold_17929_2	ABC_efflux	NA	ABC_efflux
B346-3_scaffold_617_39	vanY	NA	vanY
B370-1_scaffold_30912_1	ABC_efflux	NA	ABC_efflux
B352-4_scaffold_52_68	ABC_efflux	NA	ABC_efflux
B370-4_scaffold_185_61	msbA	NA	msbA
B310-4_scaffold_18318_1	APH3'	NA	APH3'
B329-3_scaffold_5511_2	ABC_efflux	NA	ABC_efflux
B321-2_scaffold_1196_2	ClassB	NA	ClassB
B314-2_scaffold_4416_6	msbA	NA	msbA
B310-1_scaffold_109_26	vanR	NA	vanR
B321-1_scaffold_247_4	ABC_efflux	NA	ABC_efflux
B370-4_scaffold_5692_2	ABC_efflux	NA	ABC_efflux
B371-1_scaffold_1542_10	msbA	NA	msbA
B313-2_scaffold_1215_3	ABC_efflux	NA	ABC_efflux
B321-1_scaffold_6639_5	vanS	NA	vanS
B346-3_scaffold_17012_1	vanS	NA	vanS
B320-1_scaffold_6660_2	ABC_efflux	NA	ABC_efflux
B370-1_8446|phage|1|7611_200974_5	ABC_efflux	NA	ABC_efflux
B352-4_scaffold_30888_1	APH3	AAC(6')-Ie-APH(2'')-Ia	APH3
L109-2_scaffold_9506_5	ABC_efflux	NA	ABC_efflux
B309-1_scaffold_3954_4	ABC_efflux	NA	ABC_efflux
B313-2_scaffold_174_27	vanT	NA	vanT
B309-1_scaffold_3954_3	ABC_efflux	NA	ABC_efflux
L109-4_scaffold_3596_5	ABC_efflux	NA	ABC_efflux
B313-3_scaffold_22546_1	ABC_efflux	NA	ABC_efflux
B346-3_scaffold_149_53	ABC_efflux	NA	ABC_efflux
B310-1_scaffold_15852_1	ABC_efflux	NA	ABC_efflux
B313-1_scaffold_329_7	ABC_efflux	NA	ABC_efflux
B309-1_scaffold_13832_2	vanR	NA	vanR
B309-2_scaffold_4716_4	ABC_efflux	NA	ABC_efflux
B316-6_scaffold_1494_4	AAC3	NA	AAC3
B313-3_scaffold_2432_11	ClassA	NA	ClassA
B314-2_scaffold_126_5	RND_efflux	NA	RND_efflux
B314-2_scaffold_126_6	MexE	NA	MexE
B309-2_scaffold_13487_1	ABC_efflux	NA	ABC_efflux
B314-2_scaffold_26371_1	bacA	bacA	NA
B310-1_scaffold_4456_2	vanR	NA	vanR
B371-5_scaffold_7098_1	ABC_efflux	NA	ABC_efflux
B321-4_scaffold_3608_1	RND_efflux	NA	RND_efflux
B320-1_scaffold_3234_18	vanY	NA	vanY
B316-4_scaffold_3794_2	ABC_efflux	NA	ABC_efflux
B329-1_scaffold_691_6	RND_efflux	NA	RND_efflux
B329-1_scaffold_691_7	RND_efflux	NA	RND_efflux
B329-1_scaffold_691_3	baeR	baeR	NA
B316-7_scaffold_4398_3	ABC_efflux	NA	ABC_efflux
B352-5_3548|phage|1|9376_98964_6	ABC_efflux	NA	ABC_efflux
B309-2_scaffold_34_97	ClassA	NA	ClassA
B309-4_scaffold_1445_2	ABC_efflux	NA	ABC_efflux
B310-4_scaffold_9_109	ABC_efflux	NA	ABC_efflux
B314-3_scaffold_456_1	ABC_efflux	NA	ABC_efflux
B370-3_scaffold_25761_1	ABC_efflux	NA	ABC_efflux
B359-3_scaffold_10794_1	ABC_efflux	NA	ABC_efflux
B316-1_scaffold_1750_2	vanR	NA	vanR
B316-7_scaffold_1961_1	ErmF	ErmF	NA
B357-3_scaffold_4469_2	ABC_efflux	NA	ABC_efflux
B309-3_scaffold_1741_14	vanY	NA	vanY
B309-1_scaffold_757_19	ABC_efflux	NA	ABC_efflux
B326-2_scaffold_362_8	ClassA	NA	ClassA
B326-2_scaffold_396_35	ABC_efflux	NA	ABC_efflux
B310-1_scaffold_20220_2	ABC_efflux	NA	ABC_efflux
B309-3_scaffold_100_143	vanY	NA	vanY
B352-4_scaffold_3672_2	ABC_efflux	NA	ABC_efflux
B309-1_scaffold_305_58	ABC_efflux	NA	ABC_efflux
B310-4_scaffold_214_27	efmA	efmA	NA
B314-1_scaffold_8379_1	oqxB	oqxB	NA
B313-1_scaffold_3883_4	msbA	NA	msbA
B371-1_scaffold_4236_9	ABC_efflux	NA	ABC_efflux
B316-2_scaffold_26138_2	ABC_efflux	NA	ABC_efflux
L109-4_scaffold_33207_1	TetM-TetW-TetO-TetS	NA	TetM-TetW-TetO-TetS
B370-1_scaffold_82805_1	ANT3	aadA16	ANT3
B321-2_scaffold_34146_2	vanY	NA	vanY
B371-3_scaffold_14186_1	AAC3	NA	AAC3
B331-2_431|phage|1069|9518_35377_1	ABC_efflux	NA	ABC_efflux
B320-2_scaffold_2399_4	ABC_efflux	NA	ABC_efflux
B309-2_scaffold_18007_1	ABC_efflux	NA	ABC_efflux
B320-4_scaffold_2828_1	ABC_efflux	NA	ABC_efflux
B352-5_scaffold_517_33	ABC_efflux	NA	ABC_efflux
B329-1_scaffold_770_2	ABC_efflux	NA	ABC_efflux
B314-3_scaffold_12981_2	ABC_efflux	NA	ABC_efflux
B352-4_scaffold_598_7	RND_efflux	NA	RND_efflux
B314-3_scaffold_14184_1	ABC_efflux	NA	ABC_efflux
B314-2_scaffold_1154_6	ABC_efflux	NA	ABC_efflux
B352-4_scaffold_598_3	RND_efflux	NA	RND_efflux
B357-5_scaffold_407_62	ABC_efflux	NA	ABC_efflux
B314-1_scaffold_1209_7	macB	NA	macB
L109-3_scaffold_31529_2	vanS	NA	vanS
L93-6_scaffold_911_6	ABC_efflux	NA	ABC_efflux
B316-2_scaffold_2992_4	ABC_efflux	NA	ABC_efflux
B310-2_scaffold_11968_1	vanS	NA	vanS
L109-3_scaffold_11761_2	ABC_efflux	NA	ABC_efflux
B346-3_scaffold_40179_1	vanS	NA	vanS
B370-1_scaffold_46897_2	vanY	NA	vanY
B370-2_scaffold_233_64	ABC_efflux	NA	ABC_efflux
B370-2_scaffold_233_65	ABC_efflux	NA	ABC_efflux
B370-3_308|phage|27996|40898_82960_10	ABC_efflux	NA	ABC_efflux
B371-1_scaffold_19170_3	ABC_efflux	NA	ABC_efflux
B371-1_scaffold_19170_2	ABC_efflux	NA	ABC_efflux
B316-2_scaffold_8230_5	ClassA	NA	ClassA
B316-3_163|phage|9705|32067_104384_9	ABC_efflux	NA	ABC_efflux
B314-1_scaffold_87_57	ClassA	NA	ClassA
B321-1_scaffold_7626_4	vanS	NA	vanS
B371-4_scaffold_20130_1	tet_MFS_efflux	NA	tet_MFS_efflux
B370-1_scaffold_1357_21	ABC_efflux	NA	ABC_efflux
B370-1_scaffold_1357_22	ABC_efflux	NA	ABC_efflux
B316-2_scaffold_1445_24	Chlor_Acetyltrans_CAT	NA	Chlor_Acetyltrans_CAT
B370-4_scaffold_10375_1	ABC_efflux	NA	ABC_efflux
B310-1_scaffold_78_15	ABC_efflux	NA	ABC_efflux
B352-4_scaffold_934_5	vanS	NA	vanS
B316-1_scaffold_27124_2	vanS	NA	vanS
B314-4_scaffold_21954_1	ClassA	NA	ClassA
B352-3_scaffold_2116_11	ABC_efflux	NA	ABC_efflux
B352-5_scaffold_14158_2	ABC_efflux	NA	ABC_efflux
B357-3_scaffold_14419_2	ABC_efflux	NA	ABC_efflux
B316-7_scaffold_442_10	RND_efflux	NA	RND_efflux
B316-2_scaffold_1276_22	ABC_efflux	NA	ABC_efflux
B320-1_scaffold_1283_18	ABC_efflux	NA	ABC_efflux
B371-1_scaffold_20719_5	SubclassB1	NA	SubclassB1
L82-2_scaffold_10864_3	ABC_efflux	NA	ABC_efflux
B321-2_scaffold_100_11	RND_efflux	NA	RND_efflux
B309-1_scaffold_10795_1	TetM-TetW-TetO-TetS	NA	TetM-TetW-TetO-TetS
B370-4_scaffold_2219_2	SubclassB1	NA	SubclassB1
B370-1_scaffold_10228_2	ABC_efflux	NA	ABC_efflux
B309-2_scaffold_2342_3	msbA	NA	msbA
B320-1_scaffold_0_337	ABC_efflux	NA	ABC_efflux
B320-3_scaffold_113_26	ABC_efflux	NA	ABC_efflux
B352-1_scaffold_25858_2	vanS	NA	vanS
B309-4_scaffold_5741_1	ABC_efflux	NA	ABC_efflux
B359-2_scaffold_4187_3	ABC_efflux	NA	ABC_efflux
B309-2_scaffold_13132_2	vanR	NA	vanR
B352-1_scaffold_24197_1	Chlor_Acetyltrans_CAT	NA	Chlor_Acetyltrans_CAT
B316-2_scaffold_8604_3	ABC_efflux	NA	ABC_efflux
B370-1_scaffold_7583_2	msbA	NA	msbA
B370-1_scaffold_7583_1	ABC_efflux	NA	ABC_efflux
B320-1_scaffold_7399_1	ABC_efflux	NA	ABC_efflux
B371-1_scaffold_4104_4	ABC_efflux	NA	ABC_efflux
B371-6_scaffold_22510_2	SubclassB2	NA	SubclassB2
B346-3_scaffold_15656_1	ABC_efflux	NA	ABC_efflux
B357-2_scaffold_24682_1	MexE	NA	MexE
B316-1_scaffold_696_8	ABC_efflux	NA	ABC_efflux
B370-1_scaffold_45547_1	ANT6	NA	ANT6
B352-5_scaffold_3058_2	ABC_efflux	NA	ABC_efflux
L93-5_scaffold_6084_1	ABC_efflux	NA	ABC_efflux
B370-1_scaffold_6569_8	ABC_efflux	NA	ABC_efflux
B313-1_scaffold_415_13	ABC_efflux	NA	ABC_efflux
B321-1_scaffold_370_27	ABC_efflux	NA	ABC_efflux
B352-3_scaffold_4384_6	ABC_efflux	NA	ABC_efflux
B320-2_scaffold_682_34	ClassA	NA	ClassA
B310-4_scaffold_2114_3	ABC_efflux	NA	ABC_efflux
B314-4_scaffold_9044_1	vanS	NA	vanS
B370-1_scaffold_44814_2	vanR	NA	vanR
B314-2_scaffold_7922_2	RND_efflux	NA	RND_efflux
L109-4_scaffold_2631_5	ABC_efflux	NA	ABC_efflux
L109-1_scaffold_14147_1	ABC_efflux	NA	ABC_efflux
L93-1_scaffold_18390_1	APH3	NA	APH3
B314-2_scaffold_29983_1	APH3'	NA	APH3'
B352-3_scaffold_3423_3	ABC_efflux	NA	ABC_efflux
B331-4_scaffold_5055_3	ABC_efflux	NA	ABC_efflux
B310-1_scaffold_15234_1	ABC_efflux	NA	ABC_efflux
L92-2_scaffold_3761_1	MexX	NA	MexX
L109-1_scaffold_9768_3	vanR	NA	vanR
B309-3_scaffold_7490_2	vanS	NA	vanS
B370-1_273|phage|68018|78737_200619_7	ABC_efflux	NA	ABC_efflux
B310-1_scaffold_2245_5	ABC_efflux	NA	ABC_efflux
B316-1_5404|phage|1|6097_106982_1	ABC_efflux	NA	ABC_efflux
B314-2_scaffold_541_21	MexE	oqxA	MexE
B314-2_scaffold_541_22	RND_efflux	oqxB	RND_efflux
B316-2_scaffold_26869_2	vanS	NA	vanS
B359-3_942|phage|4498|9822_53495_2	ABC_efflux	NA	ABC_efflux
B309-1_scaffold_103_76	ABC_efflux	NA	ABC_efflux
B309-3_scaffold_267_17	ClassA	NA	ClassA
B320-4_scaffold_1180_6	ABC_efflux	NA	ABC_efflux
B316-4_scaffold_2447_19	RND_efflux	NA	RND_efflux
B316-4_scaffold_2447_18	MexE	NA	MexE
B369-2_scaffold_91_19	ClassA	NA	ClassA
B320-3_scaffold_5422_2	ABC_efflux	NA	ABC_efflux
B313-1_scaffold_42_116	ABC_efflux	NA	ABC_efflux
B309-4_scaffold_3003_2	ABC_efflux	NA	ABC_efflux
B346-3_scaffold_10561_3	vanS	NA	vanS
B359-3_scaffold_87_49	ABC_efflux	NA	ABC_efflux
B309-1_scaffold_19388_2	ErmB	ErmB	ErmB
B310-1_scaffold_6791_1	vanS	NA	vanS
B335-2_scaffold_3648_1	ABC_efflux	NA	ABC_efflux
B321-4_scaffold_6727_1	ABC_efflux	NA	ABC_efflux
B316-2_scaffold_958_10	vanS	NA	vanS
B316-3_scaffold_921_4	vanS	NA	vanS
B309-3_scaffold_2504_4	ABC_efflux	NA	ABC_efflux
B310-1_scaffold_5486_3	vanR	NA	vanR
B352-1_scaffold_37298_1	ClassA	NA	ClassA
L109-1_scaffold_75_3	ABC_efflux	NA	ABC_efflux
L109-4_scaffold_13864_4	vanR	NA	vanR
B309-2_scaffold_246_58	ClassA	NA	ClassA
B346-3_scaffold_39059_1	vanS	NA	vanS
L93-5_scaffold_488_11	vanS	NA	vanS
B357-4_scaffold_12304_2	ABC_efflux	NA	ABC_efflux
B316-2_scaffold_50601_1	vanS	NA	vanS
B310-3_scaffold_10347_1	ABC_efflux	NA	ABC_efflux
B314-1_scaffold_1157_11	ABC_efflux	NA	ABC_efflux
B309-2_scaffold_3641_9	vanS	NA	vanS
B321-1_143|phage|36727|44877_36739_1	ABC_efflux	NA	ABC_efflux
B321-1_143|phage|36727|44877_36739_2	ABC_efflux	NA	ABC_efflux
B313-1_scaffold_368_55	ABC_efflux	NA	ABC_efflux
B321-2_scaffold_5881_2	ABC_efflux	NA	ABC_efflux
B313-1_scaffold_89_84	ABC_efflux	NA	ABC_efflux
B314-3_scaffold_3972_2	ABC_efflux	NA	ABC_efflux
B371-1_scaffold_1242_6	ClassA	NA	ClassA
B316-1_scaffold_66_62	msbA	NA	msbA
B309-1_scaffold_421_7	ABC_efflux	NA	ABC_efflux
B313-2_scaffold_192_11	ClassA	NA	ClassA
B316-4_scaffold_15441_1	vanS	NA	vanS
B321-2_scaffold_3945_2	RND_efflux	NA	RND_efflux
B310-4_scaffold_427_10	ABC_efflux	NA	ABC_efflux
B352-4_scaffold_316_23	vanR	NA	vanR
B316-4_scaffold_18333_1	ABC_efflux	NA	ABC_efflux
B346-3_scaffold_5979_9	ABC_efflux	NA	ABC_efflux
B352-4_scaffold_316_24	vanS	NA	vanS
B370-1_scaffold_68640_2	ClassA	NA	ClassA
L93-5_scaffold_2506_4	ABC_efflux	NA	ABC_efflux
B309-1_scaffold_670_32	ClassA	NA	ClassA
B320-1_scaffold_5342_2	ABC_efflux	NA	ABC_efflux
B370-1_scaffold_11_99	ABC_efflux	NA	ABC_efflux
B316-1_scaffold_3020_1	ABC_efflux	NA	ABC_efflux
B371-1_scaffold_641_9	RND_efflux	NA	RND_efflux
B352-5_scaffold_16169_3	vanS	NA	vanS
B314-2_scaffold_147_50	oqxB	oqxB	NA
L93-5_scaffold_2375_2	ABC_efflux	NA	ABC_efflux
B352-5_scaffold_1838_9	ClassA	NA	ClassA
B320-1_scaffold_175_78	ABC_efflux	NA	ABC_efflux
L82-2_scaffold_2402_2	ClassA	NA	ClassA
L109-2_scaffold_31880_1	ABC_efflux	NA	ABC_efflux
B313-2_scaffold_4891_2	ABC_efflux	NA	ABC_efflux
B370-1_scaffold_884_10	ABC_efflux	NA	ABC_efflux
L92-2_scaffold_162_58	ABC_efflux	NA	ABC_efflux
L93-6_scaffold_62_116	Chlor_Acetyltrans_CAT	NA	Chlor_Acetyltrans_CAT
B370-1_scaffold_71861_2	vanR	NA	vanR
B371-4_scaffold_899_8	vanR	NA	vanR
B352-3_2916|phage|1080|8398_50811_7	ABC_efflux	NA	ABC_efflux
B370-1_scaffold_8_20	ABC_efflux	NA	ABC_efflux
B309-3_scaffold_11536_3	Chlor_Acetyltrans_CAT	NA	Chlor_Acetyltrans_CAT
B313-1_scaffold_14115_1	ABC_efflux	NA	ABC_efflux
B313-3_scaffold_1620_4	ABC_efflux	NA	ABC_efflux
L93-6_scaffold_62_118	SubclassB1	NA	SubclassB1
B321-1_scaffold_5419_1	ABC_efflux	NA	ABC_efflux
B352-4_scaffold_39249_3	vanS	NA	vanS
B316-4_scaffold_4283_2	ABC_efflux	NA	ABC_efflux
B352-4_scaffold_12283_1	ABC_efflux	NA	ABC_efflux
B316-4_scaffold_1611_28	ABC_efflux	NA	ABC_efflux
B316-2_scaffold_26_10	ABC_efflux	NA	ABC_efflux
B369-1_scaffold_21508_1	ClassA	NA	ClassA
B313-2_scaffold_79_88	ABC_efflux	NA	ABC_efflux
B313-3_scaffold_489_47	ABC_efflux	NA	ABC_efflux
B352-4_scaffold_17902_1	ABC_efflux	NA	ABC_efflux
B346-3_scaffold_12603_3	ABC_efflux	NA	ABC_efflux
L82-1_scaffold_9172_1	tet_MFS_efflux	NA	tet_MFS_efflux
B335-1_scaffold_14718_2	ABC_efflux	NA	ABC_efflux
L82-2_scaffold_3858_1	ABC_efflux	NA	ABC_efflux
B309-2_804|phage|1|8075_51130_7	ABC_efflux	NA	ABC_efflux
B314-3_scaffold_2253_2	ABC_efflux	NA	ABC_efflux
L109-1_scaffold_1971_12	ABC_efflux	NA	ABC_efflux
